asin,price
47,24
14,17
18,47
34,44
1,34
0,49
47,22
27,42
14,8
28,16
26,5
26,11
47,47
19,40
15,16
18,22
18,40
35,42
32,39
34,49
46,16
4,17
34,18
18,37
18,11
18,2
6,2
5,7
40,42
43,48
28,22
14,45
35,18
28,32
39,31
28,27
11,46
37,25
37,44
6,41
37,16
16,45
22,11
7,14
45,23
15,2
9,23
41,0
17,29
3,17
18,38
49,0
23,11
35,44
15,10
9,41
41,10
25,22
43,11
48,40
32,22
27,13
26,29
23,2
14,45
6,22
40,42
36,30
8,45
18,10
3,19
17,17
6,35
7,29
23,20
43,21
13,23
37,15
42,21
31,22
10,18
12,36
8,11
3,48
34,46
31,9
34,4
21,44
32,24
20,22
3,2
30,0
46,23
44,40
10,48
14,0
1,30
17,9
46,10
7,42
14,24
28,25
22,15
47,33
35,19
12,8
46,16
31,2
7,18
24,26
35,47
36,5
39,16
48,2
21,34
13,12
20,45
39,34
36,2
25,47
9,26
49,9
40,17
21,48
39,0
41,25
28,48
38,41
15,27
35,26
10,37
44,13
48,45
11,16
35,22
15,21
37,22
22,36
4,6
19,5
4,15
20,9
47,37
37,5
11,27
2,33
10,1
27,17
44,4
42,27
18,0
30,2
25,9
14,17
40,15
10,4
24,1
13,11
27,34
24,39
20,8
34,31
32,19
42,27
38,44
2,14
28,30
13,27
41,44
38,12
44,12
44,8
31,42
3,27
25,8
37,34
13,3
11,16
5,34
41,33
36,17
28,1
35,10
13,3
33,42
35,29
33,20
22,14
35,13
18,8
36,48
21,34
11,19
1,42
41,45
39,46
14,31
0,33
32,29
46,1
43,44
36,42
42,16
11,27
19,30
30,34
3,1
35,34
49,10
38,2
33,12
23,12
21,16
24,24
26,24
29,2
46,41
36,2
29,9
39,22
5,1
6,7
0,49
33,34
45,16
12,7
48,39
28,4
45,27
14,8
20,5
47,21
48,8
8,37
22,13
13,10
19,15
47,22
24,46
42,29
26,6
24,29
2,39
27,45
32,34
49,14
49,7
26,20
45,46
36,30
17,30
34,45
11,12
48,33
36,2
26,12
48,34
11,16
2,39
42,16
4,39
16,26
22,19
41,8
3,0
10,5
20,24
31,10
11,4
12,35
31,29
24,14
17,30
11,46
40,13
33,32
5,11
28,25
35,37
11,27
42,11
5,28
19,32
24,19
24,4
2,11
48,35
46,6
14,37
6,2
19,13
31,10
30,15
9,24
19,26
42,22
46,48
37,32
41,41
27,41
48,47
19,5
10,23
42,33
23,4
20,20
37,15
21,11
33,29
9,9
45,36
9,49
21,17
34,31
2,48
25,24
35,17
21,11
1,42
6,10
3,33
35,20
2,15
14,8
20,47
4,8
22,19
23,15
32,18
23,34
47,16
31,5
9,28
4,35
40,38
29,6
11,48
36,13
31,3
9,0
25,11
47,35
47,19
0,15
37,41
20,42
21,41
28,31
22,33
21,34
14,23
22,42
47,42
31,31
10,22
2,29
13,4
23,24
36,48
15,36
4,25
7,25
19,7
37,49
49,19
48,9
26,26
48,18
5,15
12,35
24,19
42,6
30,5
17,9
46,46
39,27
18,29
3,14
6,30
28,5
0,18
40,35
7,14
19,5
30,28
16,3
49,12
18,45
11,4
37,48
26,20
34,13
31,32
10,42
37,13
36,27
35,42
47,49
25,8
43,23
34,17
43,41
24,19
2,39
39,27
7,33
43,19
37,43
43,45
28,25
26,1
36,46
26,0
17,27
23,2
3,33
31,48
36,19
8,42
31,12
35,31
1,34
40,33
5,36
24,45
20,31
22,3
28,31
17,40
47,1
48,42
25,9
19,44
37,43
49,5
28,47
20,13
5,8
41,40
45,31
26,26
12,30
46,6
21,40
14,4
27,31
3,11
39,28
12,11
30,49
30,26
19,2
20,23
18,22
13,28
20,17
33,25
42,2
24,46
28,25
40,23
39,22
7,42
3,37
32,16
6,9
4,14
43,4
42,41
30,38
19,33
16,7
3,4
27,12
26,5
3,37
13,36
41,20
19,21
45,37
36,42
49,41
28,8
17,9
0,21
47,27
18,37
41,42
37,13
9,41
3,33
7,9
45,17
13,32
3,14
33,12
8,19
19,30
41,42
9,16
0,4
30,33
19,41
6,25
5,25
42,3
47,35
15,38
4,4
28,18
36,18
3,2
44,37
38,20
25,12
6,46
26,25
41,9
28,0
22,6
35,19
14,41
33,42
25,14
48,29
41,35
43,42
25,16
42,44
26,46
15,7
23,48
49,0
47,37
46,10
14,42
23,9
28,24
34,39
26,34
44,31
2,35
20,20
13,19
40,31
42,40
45,34
48,39
27,21
34,38
8,45
35,45
45,19
41,34
14,20
39,6
26,13
43,44
44,9
41,45
7,35
25,1
35,32
44,38
15,1
34,46
29,16
19,24
40,44
30,24
14,35
31,13
0,35
30,48
19,34
41,14
39,30
0,17
31,15
32,48
46,16
0,45
44,36
40,45
14,16
19,46
1,23
16,47
6,25
43,17
46,5
43,3
40,10
11,27
23,1
23,7
47,2
49,13
44,22
27,49
35,5
3,38
6,43
38,45
10,30
21,37
47,31
47,19
32,23
36,10
8,19
43,26
37,36
14,8
9,24
11,41
13,22
31,18
32,26
23,24
44,15
30,20
16,28
33,49
33,34
27,38
0,12
0,1
4,11
48,40
2,28
41,24
31,44
45,10
8,30
38,47
41,28
6,14
48,38
4,37
15,14
27,21
30,22
38,21
19,35
40,27
32,13
36,9
5,31
43,17
49,41
49,41
27,41
16,29
7,5
30,36
37,13
25,27
27,1
6,21
36,36
47,23
0,16
44,25
32,23
9,23
9,34
26,45
32,16
44,27
44,43
7,32
13,22
14,7
11,16
34,12
3,25
20,38
15,41
34,45
21,40
41,44
27,4
30,16
26,46
35,28
29,26
24,38
35,47
4,42
5,30
40,44
41,43
0,47
25,9
23,30
40,25
26,2
10,17
34,21
17,26
33,4
28,1
4,18
45,42
45,7
9,32
1,40
16,46
25,14
39,28
9,17
7,37
32,16
42,7
1,7
32,46
22,30
22,43
37,27
19,42
41,15
46,28
44,21
29,20
33,16
42,42
39,38
15,22
28,6
46,5
26,42
1,48
43,0
45,24
46,32
28,13
17,10
16,48
40,2
1,36
30,43
17,27
2,31
10,43
2,46
26,22
35,23
26,33
33,37
24,22
48,8
36,40
1,46
41,5
0,28
38,10
33,30
11,15
34,29
30,4
2,14
45,46
24,40
7,20
45,49
43,2
38,41
3,3
47,31
30,14
48,22
22,20
39,23
5,36
22,2
19,47
47,14
33,4
24,26
0,39
14,17
1,21
29,35
43,12
4,20
21,25
46,39
40,41
29,29
7,13
5,4
41,25
37,5
18,49
4,8
28,8
25,47
45,28
7,1
26,4
18,1
20,17
11,20
42,49
25,1
36,37
19,48
18,44
6,5
43,29
47,34
35,13
29,9
47,15
44,16
31,48
45,9
38,39
27,6
30,8
49,47
13,49
3,22
21,9
0,45
48,10
12,11
37,35
40,25
18,34
33,20
10,46
1,48
10,30
2,2
42,22
43,39
23,39
44,37
46,14
16,7
4,43
19,25
12,49
6,36
43,0
12,1
43,46
43,17
2,33
2,47
42,49
10,35
11,13
28,14
15,17
12,2
1,23
31,4
34,29
46,1
21,8
41,4
46,13
16,34
30,17
2,2
28,3
40,49
45,24
36,2
34,29
22,34
43,10
43,27
12,5
6,46
23,46
34,14
33,13
40,15
40,35
11,12
29,17
21,41
2,22
47,46
33,25
47,15
39,33
25,21
18,26
43,47
0,33
12,4
23,29
19,2
23,44
12,7
35,11
38,11
29,22
25,17
35,9
1,49
3,39
26,1
46,8
27,33
11,19
20,18
10,23
21,41
8,41
9,34
0,35
43,1
21,15
23,8
36,23
34,28
16,12
27,12
2,45
16,47
4,37
45,19
16,7
48,32
23,7
7,13
44,6
28,45
27,39
28,34
40,2
5,48
18,8
8,43
40,22
47,5
18,14
5,21
13,18
32,31
26,1
13,27
19,32
10,0
33,17
3,0
19,18
32,31
44,10
6,11
36,14
10,42
20,22
43,26
37,5
44,24
36,31
31,34
18,21
21,5
6,1
36,33
29,17
3,19
19,15
2,3
27,1
21,45
44,3
46,9
46,16
43,33
5,14
2,23
21,27
15,34
21,1
22,2
45,4
3,22
41,37
36,0
19,21
0,18
49,20
2,8
46,47
3,30
32,17
3,31
0,4
17,18
7,6
30,38
9,26
0,1
1,31
3,6
14,33
31,40
12,40
2,45
6,41
20,9
22,36
2,17
41,48
9,3
15,49
16,28
25,39
12,27
10,42
34,0
10,21
33,23
22,47
17,13
28,8
30,49
19,5
4,34
14,44
37,6
9,49
43,44
1,23
13,12
39,22
1,2
9,4
15,14
36,32
23,5
8,22
21,38
12,1
46,5
1,32
17,39
40,17
2,19
19,43
36,33
49,25
9,9
18,0
33,41
1,49
1,48
23,14
20,41
2,13
14,15
35,28
14,9
17,36
15,49
44,5
3,41
36,24
11,7
45,25
45,3
28,27
44,17
41,33
4,32
28,16
41,45
4,16
8,26
35,35
17,36
33,3
22,28
27,38
19,19
28,13
5,14
21,25
22,19
42,45
33,4
25,18
4,22
34,37
47,22
43,49
3,13
12,1
32,47
22,49
16,23
37,20
21,38
47,3
8,19
4,16
27,15
42,47
4,13
13,20
28,11
16,40
19,12
12,37
31,18
9,23
43,29
28,33
28,3
21,35
33,5
13,11
4,0
20,14
9,35
3,39
19,37
21,31
34,11
32,33
17,23
9,27
16,20
41,29
38,3
36,30
27,14
49,6
0,18
41,32
8,6
15,11
4,38
24,5
3,27
48,33
27,38
3,34
22,34
47,43
23,38
41,15
39,6
10,37
30,15
6,31
0,21
35,48
28,24
18,18
35,25
43,9
15,19
27,39
2,19
28,19
46,6
32,44
22,22
35,25
2,31
4,5
35,4
15,14
1,45
16,44
36,38
4,31
29,44
16,8
3,18
16,26
29,43
0,2
12,10
44,49
26,12
27,5
28,6
23,2
25,37
24,10
47,11
31,21
6,41
5,39
30,48
16,14
39,0
36,20
32,39
1,27
1,22
18,34
47,7
37,38
3,13
31,17
33,23
0,47
38,2
27,5
1,17
33,31
46,23
13,28
17,9
14,1
19,9
25,29
11,22
11,1
29,17
32,16
4,17
4,14
43,41
27,5
16,1
27,30
0,23
6,30
18,23
45,26
8,17
34,12
17,26
36,26
37,38
12,13
19,41
2,16
12,46
12,6
20,35
39,28
25,4
37,15
12,41
13,30
39,13
45,49
16,2
24,46
35,24
6,14
3,42
20,1
13,43
36,38
36,25
35,25
3,9
29,40
37,38
14,8
22,40
2,17
29,36
27,6
32,16
43,20
42,46
39,0
14,0
46,29
37,31
13,9
5,0
15,45
5,27
10,48
31,14
42,33
20,32
34,3
43,24
40,9
11,8
23,0
19,9
25,41
46,6
46,19
0,44
14,43
29,49
13,34
47,20
9,41
32,49
22,5
27,29
47,2
3,23
22,7
18,15
4,3
9,14
28,13
6,32
3,39
8,43
29,39
28,7
48,4
8,40
37,30
10,34
39,26
20,49
45,45
9,34
8,40
11,16
44,18
31,4
27,29
21,42
27,38
22,5
38,17
8,43
30,34
43,15
49,21
43,35
28,18
24,7
31,3
17,2
15,8
5,11
33,33
39,35
5,15
40,9
22,17
18,26
13,11
47,46
16,38
19,17
33,39
32,47
34,37
45,34
15,49
34,36
5,42
38,10
0,42
12,49
25,19
5,48
29,21
26,19
3,7
42,23
48,39
46,18
30,8
11,45
44,30
11,37
16,1
46,7
49,40
30,39
25,32
7,8
44,2
38,36
46,33
27,40
13,28
1,19
44,12
16,21
33,13
8,18
29,30
22,29
19,31
5,45
47,27
34,13
33,25
30,37
20,47
43,35
43,42
49,37
1,4
18,0
16,49
44,9
30,1
24,22
12,10
9,29
8,17
32,41
15,40
19,12
32,27
40,49
37,44
14,2
45,44
13,15
19,47
17,22
0,21
24,30
39,3
40,33
9,41
26,17
32,49
48,3
29,27
23,45
19,4
12,30
43,20
19,41
18,33
1,40
4,13
32,0
34,6
22,25
7,24
25,35
28,23
28,18
36,40
37,18
34,48
45,5
2,42
26,23
25,11
35,44
43,4
1,6
35,8
26,25
45,21
46,48
49,16
20,6
23,5
37,13
10,14
44,45
35,7
38,6
38,33
11,0
24,20
18,9
38,44
16,15
47,46
9,46
41,40
47,34
23,48
13,13
28,48
46,8
39,37
33,46
48,8
41,39
14,25
30,36
42,26
34,19
42,36
39,4
1,15
31,40
1,22
16,29
24,42
14,2
12,42
21,26
45,26
11,14
38,22
17,34
45,8
1,15
33,2
3,23
7,19
32,9
18,32
41,7
21,22
0,14
49,44
12,0
19,5
21,33
10,0
32,40
44,39
3,9
10,14
5,40
23,6
49,3
41,4
38,42
8,17
48,35
8,42
30,1
38,23
42,11
49,38
6,33
41,27
46,15
7,14
0,22
43,40
32,49
14,44
42,6
13,0
16,33
19,29
49,8
44,26
47,34
22,22
7,16
32,18
5,25
33,27
27,40
10,33
46,35
6,39
47,34
6,28
31,5
10,42
25,2
36,44
0,6
37,40
22,48
24,17
22,44
24,36
5,23
34,7
43,16
18,42
26,32
32,24
40,21
23,35
26,7
34,0
49,7
11,9
38,26
26,31
21,10
11,18
22,46
17,8
11,20
49,13
3,23
9,17
34,6
41,22
36,30
10,42
42,27
30,39
45,21
6,2
11,36
41,39
42,30
35,36
1,33
32,31
26,33
31,49
31,24
20,36
2,2
48,36
19,18
35,47
46,6
49,10
40,43
34,1
39,4
28,46
44,9
46,12
33,13
42,11
37,26
25,20
36,32
4,3
23,20
0,42
34,36
12,24
24,31
1,17
2,9
47,48
7,24
10,14
23,41
22,29
6,10
15,35
30,1
12,22
20,43
1,42
20,22
25,20
47,33
16,18
43,17
19,25
9,4
26,29
33,16
29,45
26,6
40,37
19,42
29,3
26,49
7,12
40,12
13,38
44,0
13,4
38,3
40,31
5,41
31,17
44,43
16,40
20,20
37,38
12,10
35,2
2,22
16,42
2,15
38,9
6,32
19,18
28,13
13,8
30,41
24,38
14,35
7,4
3,34
30,21
6,16
18,31
24,28
21,43
22,19
19,44
18,31
7,6
42,6
9,19
28,12
21,14
28,29
28,44
13,30
29,39
35,21
3,37
35,43
20,28
39,19
42,7
28,37
23,28
33,26
20,6
27,15
35,37
31,10
19,40
2,30
6,40
46,2
41,13
37,47
47,9
27,41
17,14
21,34
26,32
49,4
25,22
42,16
9,21
37,41
40,44
44,40
43,2
8,40
22,9
6,38
4,48
40,48
47,34
12,35
37,22
31,38
8,33
4,22
0,37
42,20
4,25
15,18
3,48
1,8
41,13
10,23
12,6
35,23
40,47
19,37
25,10
46,16
8,21
31,41
15,47
45,28
23,4
18,44
8,31
26,7
24,6
25,24
21,40
1,23
20,44
4,30
25,9
12,41
26,9
34,22
33,28
10,5
9,43
47,26
5,39
18,33
17,42
2,8
22,20
9,9
45,14
11,33
26,44
10,16
3,40
6,39
35,25
35,28
46,2
2,1
5,31
21,41
1,1
8,32
28,35
2,40
25,2
8,13
2,18
3,42
41,26
34,3
25,8
2,5
16,28
18,45
9,28
40,11
34,21
43,14
20,5
24,7
42,1
28,34
48,45
32,48
41,5
14,9
6,21
5,13
7,7
17,27
2,46
2,36
37,14
35,23
32,4
41,27
8,36
18,21
35,29
27,5
43,20
30,9
1,11
8,38
13,26
26,48
44,31
9,28
39,26
38,40
23,24
36,13
48,16
36,8
34,22
30,16
25,43
36,26
13,1
46,23
11,15
41,0
12,44
48,34
49,15
20,37
38,2
8,26
14,16
1,13
6,21
46,39
11,25
1,49
49,11
6,28
1,6
36,12
3,26
34,35
40,17
6,30
0,45
34,41
4,9
10,47
3,41
5,36
27,15
7,6
31,12
16,48
49,4
11,21
42,33
6,44
10,12
6,45
34,16
49,38
39,15
18,24
48,33
47,8
30,20
20,29
6,27
25,6
4,42
20,43
38,6
38,35
2,4
11,22
35,12
39,23
40,19
23,33
12,30
18,46
34,45
45,43
3,18
45,39
30,34
10,37
37,28
7,36
10,25
43,12
14,1
19,19
39,8
13,8
32,32
0,42
41,45
18,45
1,11
21,4
37,14
20,46
12,9
2,32
42,22
12,24
35,20
26,26
23,1
40,39
21,17
35,29
35,27
37,13
19,21
36,2
43,37
2,38
4,27
5,48
4,9
9,24
29,3
14,7
40,32
21,10
19,1
35,19
36,34
11,46
25,15
16,46
36,3
8,29
26,7
17,34
6,4
40,2
7,49
9,9
45,1
24,7
35,15
14,0
45,19
8,37
48,7
42,5
14,41
28,0
19,12
5,40
47,36
21,32
41,3
44,40
20,30
31,0
33,38
18,17
22,6
30,40
1,6
3,2
17,21
18,4
48,4
21,27
45,28
8,23
2,27
23,25
0,19
17,28
1,37
39,5
45,38
26,4
9,49
0,29
42,33
19,7
36,0
26,30
18,6
31,11
4,38
48,4
